url,headline,date
https: thehill.com newsletters 1230-report 4329097-gaza-hostage-talks-consume-biden-white-house ,   12:30 Report — Gaza hostage talks consume Biden White House  ,2023-11-27
https: thehill.com opinion international 4328773-could-gaza-be-the-next-hundred-years-war ,   Could Gaza be the next Hundred Years’ War?  ,2023-11-27
https: thehill.com policy international 4328945-israel-starlink-gaza-elon-musk-hamas ,"   Israel will have to control Starlink if it’s over Gaza, officials tell Elon Musk  ",2023-11-27
https: thehill.com policy defense 4332072-israel-push-southern-gaza ,   Why Israel’s push into southern Gaza could be a ‘real hell of a fight’  ,2023-11-28
https: thehill.com newsletters defense-national-security 4332219-us-warns-israel-southern-gaza-operation ,   US warns Israel on southern Gaza operation  ,2023-11-28
https: thehill.com homenews administration 4331379-us-delivers-54000-pounds-of-humanitarian-supplies-to-gaza ,"   US delivers 54,000 pounds of humanitarian supplies to Gaza  ",2023-11-28
https: thehill.com homenews state-watch 4330601-oakland-council-calls-permanent-cease-fire ,"   City leaders in Oakland, Calif., call for permanent Gaza cease-fire  ",2023-11-28
https: thehill.com homenews administration 4329678-white-house-announces-first-of-3-us-military-flights-carrying-humanitarian-aid-for-gaza ,   White House announces first of 3 US military flights carrying humanitarian aid for Gaza  ,2023-11-28
https: thehill.com policy international 4329857-us-warns-israel-military-operation-southern-gaza ,   US warns Israel over next phase of military operation into southern Gaza  ,2023-11-28
https: thehill.com policy defense 4332941-mediators-eye-gaza-truce-extension ,   Mediators eye Gaza truce extension  ,2023-11-29
https: thehill.com opinion international 4333722-what-is-the-future-for-gaza ,   What is the future for Gaza?   ,2023-11-30
https: thehill.com policy international 4334964-half-of-adults-in-new-poll-support-israels-action-gaza ,"   Half of adults in new poll support Israel’s action in Gaza, 45 percent disapprove  ",2023-11-30
https: thehill.com policy international 4334928-gaza-truce-extended-another-day ,   Gaza truce extended by another day  ,2023-11-30
https: thehill.com policy defense 4337959-sanders-israeli-strikes-gaza-beyond-the-pale ,   Sanders calls resumption of Israeli strikes in Gaza ‘beyond the pale’  ,2023-12-01
https: thehill.com opinion national-security 4335782-with-us-focus-on-gaza-irans-nuclear-centrifuges-keep-spinning ,"   With US focus on Gaza, Iran’s nuclear centrifuges keep spinning  ",2023-12-01
https: thehill.com policy defense 4337029-israel-resumes-gaza-combat-operations ,   Israel resumes Gaza combat operations as truce collapses  ,2023-12-01
https: thehill.com homenews sunday-talk-shows 4339312-israel-reignites-war-in-gaza-2024-pri03y-inches-closer ,   Sunday shows preview: Israel reignites war in Gaza; 2024 pri03y inches closer  ,2023-12-02
https: thehill.com homenews house 4339869-jayapal-coalition-peace-gaza-israel-hamas ,"   Jayapal calls for Middle East coalition to bring peace in Gaza, take out Hamas  ",2023-12-03
https: thehill.com policy international 4339816-israel-hamas-gaza-evacuations ,   Israel orders more evacuations in southern Gaza as fighting resumes  ,2023-12-03
https: thehill.com policy international 4342019-israel-hamas-war-south-gaza-what-to-know ,   5 things to know as war in Gaza shifts south   ,2023-12-04
https: thehill.com media 4341423-israel-gaza-cnn-producers-relatives-killed ,   CNN says 9 of Gaza producer’s relatives killed in Israeli strike  ,2023-12-04
https: thehill.com homenews administration 4342822-biden-administration-pledges-aid-gaza-civilians ,"   Biden administration pledges more aid to Gaza civilians, including new field hospital  ",2023-12-05
https: thehill.com policy international 4342698-who-gaza-worse-war-intensifies ,   WHO says situation in Gaza ‘getting worse by the hour’ as war intensifies  ,2023-12-05
https: thehill.com policy international 4342444-israel-intensifies-strikes-in-southern-gaza ,"   Israel intensifies strikes in southern Gaza, hitting second-largest city  ",2023-12-05
https: thehill.com policy international 4345665-un-chief-guterres-article-99-gaza-crisis ,   UN chief Guterres invokes Article 99 of charter over Gaza crisis  ,2023-12-06
https: thehill.com business 4345395-suspicious-short-selling-occurred-days-before-hamas-attack-that-sparked-israel-gaza-war-research-report ,   Suspicious short-selling occurred days before Hamas attack that sparked Israel-Gaza war: research report  ,2023-12-06
https: thehill.com homenews senate 4345041-senate-progressives-biden-gaza-civilian-deaths-us-weapons ,   Senate progressives demand Biden reduce Gaza civilian deaths caused by US weapons   ,2023-12-06
https: thehill.com homenews administration 4344819-white-house-interns-write-to-biden-to-call-for-gaza-cease-fire ,   White House interns write to Biden to call for Gaza cease-fire  ,2023-12-06
https: thehill.com policy international 4344699-israeli-troops-move-into-gaza-second-largest-city ,   Israeli troops move into Gaza’s second-largest city  ,2023-12-06
https: thehill.com homenews administration 4347585-jewish-organizations-staffers-letter-gaza-cease-fire ,   Hundreds of Jewish organization staffers press Biden on Gaza cease-fire  ,2023-12-07
https: thehill.com policy technology 4346059-facebook-instagram-posts-israel-gazar-review-meta ,"   Facebook, Instagram posts about Israel, Gaza under ‘expedited review’ by Meta Oversight Board  ",2023-12-07
https: thehill.com newsletters defense-national-security 4350845-criticism-mounts-on-israels-gaza-war ,   Criticism mounts on Israel’s Gaza war  ,2023-12-08
https: thehill.com homenews 4350666-us-vetoes-security-council-resolution-cease-fire-gaza ,   US vetoes Security Council resolution for humanitarian cease-fire in Gaza  ,2023-12-08
https: thehill.com policy international 4350181-more-americans-hamas-responsible-for-war-gaza-survey ,   More Americans say Hamas bears brunt of responsibility for war in Gaza: Survey  ,2023-12-08
https: thehill.com policy defense 4349474-israel-facing-criticism-as-it-ramps-up-war-in-southern-gaza ,   Israel facing criticism as it ramps up war in southern Gaza  ,2023-12-08
https: thehill.com opinion 4349230-there-is-no-military-solution-to-the-war-in-gaza ,   There is no military solution to the war in Gaza  ,2023-12-08
https: thehill.com opinion international 4347494-dont-want-israelis-in-gaza-they-dont-want-to-be-there-either ,"   Don’t want Israelis in Gaza? They don’t want to be there, either  ",2023-12-08
https: thehill.com homenews sunday-talk-shows 4351811-sunday-shows-preview-war-gaza-iowa-caucuses ,   Sunday shows preview: War in Gaza passes 2-month 03k; Iowa caucuses inch closer  ,2023-12-09
https: thehill.com policy international 4351311-un-12ries-gaza-spiraling-humanitarian-night03e-cease-fire-resolution-fails ,   UN 12ries Gaza as a ‘spiraling humanitarian night03e’ as cease-fire resolution fails  ,2023-12-09
https: thehill.com homenews sunday-talk-shows 4352747-blinken-says-israels-intent-to-protect-gaza-civilians-not-always-manifesting-themselves ,   Blinken says Israel’s ‘intent’ to protect Gaza civilians does not always ‘manifest’ itself  ,2023-12-10
https: thehill.com policy international 4352505-save-the-children-ceo-says-humanitarian-crisis-in-gaza-a-choice-by-israel ,   Save the Children CEO says humanitarian crisis in Gaza ‘a choice’ by Israel  ,2023-12-10
https: thehill.com homenews campaign 4350633-cori-bush-jamaal-bowman-rashida-tlaib-squad-israel-palestinians-hamas ,   Progressives face growing pri03y threats over Gaza stance  ,2023-12-10
https: thehill.com policy international 4352373-palestinians-in-gaza-at-risk-of-starvation-aid-groups-warn ,"   Palestinians in Gaza at risk of starvation, aid groups warn  ",2023-12-10
https: thehill.com opinion 4354225-irans-destructive-roll-lessons-from-syria-to-gaza ,   Iran’s destructive roll: Lessons from Syria to Gaza  ,2023-12-11
https: thehill.com policy international 4353729-gaza-health-system-on-its-knees-who-chief ,   Gaza health system ‘on its knees’: WHO chief  ,2023-12-11
https: thehill.com policy international 4357044-these-8-countries-joined-us-and-israel-in-opposing-un-resolution-on-gaza ,   These 8 countries joined US and Israel in opposing UN resolution on Gaza  ,2023-12-12
https: thehill.com opinion national-security 4356552-gaza-and-ukraine-show-that-war-hasnt-become-futuristic-its-still-hell ,   Gaza and Ukraine show that war hasn’t become futuristic — it’s still hell  ,2023-12-12
https: thehill.com policy defense 4356586-united-nations-general-assembly-passes-resolution-calling-for-gaza-ceasefire ,   United Nations General Assembly passes resolution calling for Gaza cease-fire  ,2023-12-12
https: thehill.com policy defense 4356031-netanyahu-vows-to-block-palestinian-authority-from-gaza-rule ,   Netanyahu vows to block Palestinian Authority from Gaza rule  ,2023-12-12
https: thehill.com business 4356054-zara-apology-statement-campaign-gaza-destruction ,   Zara issues statement after some liken campaign to Gaza destruction  ,2023-12-12
https: thehill.com policy international 4355429-israel-gaza-campaign-time-hamas ,   Israeli defense chief says Gaza campaign will ‘take time’ as pressure mounts to halt offensive  ,2023-12-12
https: thehill.com policy international 4355363-war-israel-gaza-tops-google-searches-2023-list ,   ‘War in Israel and Gaza’ tops 2023 list of Google searches  ,2023-12-12
https: thehill.com homenews state-watch 4359121-los-angeles-freeway-shut-down-by-protestors-calling-for-gaza-cease-fire ,   Los Angeles freeway shut down by protestors calling for Gaza cease-fire  ,2023-12-13
https: thehill.com policy international 4357787-9-israeli-soldiers-killed-gaza-city-ambush ,   9 Israeli soldiers killed in Gaza City ambush  ,2023-12-13
https: thehill.com policy international 4357667-un-warns-rising-infectious-diseases-in-gaza ,   UN warns of rising infectious diseases in Gaza  ,2023-12-13
https: thehill.com homenews administration 4361300-sullivan-palestinian-authority-post-hamas-gaza ,"   Sullivan, Palestinian Authority to discuss post-Hamas Gaza  ",2023-12-14
https: thehill.com homenews administration 4360971-biden-israel-more-careful-fighting-gaza ,   Biden wants Israel to ‘be more careful’ amid fighting in Gaza  ,2023-12-14
https: thehill.com opinion international 4358079-to-save-innocent-lives-in-gaza-the-us-can-and-should-force-a-cease-fire ,"   To save innocent lives in Gaza, the US can and should force a cease-fire  ",2023-12-14
https: thehill.com newsletters defense-national-security 4362962-pentagon-leaders-head-to-israel-as-us-urges-caution-in-gaza ,   Pentagon leaders head to Israel as US urges caution in Gaza  ,2023-12-15
https: thehill.com policy international 4362850-israel-reopen-gaza-border-crossing-more-aid ,   Israel agrees to reopen southern Gaza border crossing to permit more aid  ,2023-12-15
https: thehill.com newsletters evening-report 4362722-white-house-gaza-fighting-months ,   White House prepares for Gaza fighting to last months  ,2023-12-15
https: thehill.com policy international 4362436-israeli-military-mistakenly-kills-3-hostages-in-gaza ,   Israeli military mistakenly kills 3 hostages in Gaza  ,2023-12-15
https: thehill.com homenews education 4358271-jewish-day-schools-israel-hamas-gaza ,   Jewish day schools in US take up mantle for both Israeli and American students amid Gaza conflict  ,2023-12-15
https: thehill.com homenews administration 4363568-kirby-reports-israeli-military-mistakenly-killing-3-hostages-gaza-terrible-tragedy ,   Kirby calls reports of Israeli military mistakenly killing 3 hostages in Gaza a ‘terrible tragedy’   ,2023-12-16
https: thehill.com policy international 4364422-top-european-diplomats-call-for-gaza-cease-fire ,   Top European diplomats call for Gaza cease-fire  ,2023-12-17
https: thehill.com policy defense 4365444-pentagon-chief-says-he-discussed-with-israel-transition-to-surgical-operations-in-gaza ,   Pentagon chief says he discussed with Israel transition to ‘surgical operations’ in Gaza  ,2023-12-18
https: thehill.com policy international 4365628-human-rights-watch-accuses-israel-starve-palestinians ,   Human rights group accuses Israel of trying to starve Palestinians in Gaza  ,2023-12-18
https: thehill.com opinion international 4365307-we-have-failed-in-the-fight-for-justice-we-need-ceasefire-in-gaza-now ,   We have failed in the fight for justice — we need ceasefire in Gaza now   ,2023-12-18
https: thehill.com homenews 4368926-un-security-council-vote-delayed-on-gaza-humanitarian-resolution ,   UN Security Council vote delayed on Gaza humanitarian resolution   ,2023-12-19
